ID,Longitude,Latitude,ag30,F030,Tcs30,ag50,F050,Tcs50,ag72,F072,Tcs72,ag101,F0101,Tcs101,ag140,F0140,Tcs140,ag201,F0201,Tcs201,ag475,F0475,Tcs475,ag975,F0975,Tcs975,ag2475,F02475,Tcs2475
11612,10.41878,45.6459,0.04026,2.562,0.21173,0.053718,2.5586,0.23533,0.06684,2.4514,0.25057,0.077839,2.4583,0.25873,0.092003,2.4376,0.25942,0.10742,2.461,0.26264,0.1555,2.4187,0.26824,0.20371,2.4285,0.27661,0.28154,2.4134,0.28753
11613,10.4901,45.6477,0.040355,2.6296,0.21932,0.056071,2.4737,0.24083,0.06789,2.4453,0.25249,0.080069,2.4508,0.25575,0.093496,2.4617,0.25608,0.11032,2.4602,0.25793,0.1574,2.4699,0.26532,0.20492,2.4622,0.27771,0.28018,2.4817,0.28373
11614,10.56147,45.64944,0.041814,2.5463,0.22877,0.056601,2.4793,0.24139,0.06866,2.4578,0.25271,0.081196,2.4691,0.25346,0.09436,2.4882,0.25476,0.11202,2.4739,0.25741,0.15736,2.4851,0.2706,0.20452,2.4851,0.27862,0.27919,2.4898,0.29025
11615,10.63282,45.65115,0.042818,2.4923,0.23172,0.057055,2.4794,0.24378,0.06939,2.4814,0.24941,0.082214,2.4904,0.25127,0.096188,2.4726,0.25687,0.11231,2.4727,0.26132,0.15872,2.4658,0.27645,0.20518,2.5077,0.27721,0.28854,2.4095,0.2917
11616,10.70419,45.65281,0.043143,2.4959,0.2319,0.057482,2.5069,0.24097,0.07007,2.5104,0.24662,0.082818,2.4857,0.25358,0.097056,2.4534,0.25917,0.11433,2.4357,0.2648,0.16137,2.4389,0.27685,0.20843,2.491,0.278,0.2948,2.3739,0.2909
11617,10.77555,45.65443,0.043433,2.4869,0.23253,0.057855,2.5275,0.23949,0.07063,2.5131,0.2466,0.083613,2.4648,0.25527,0.09817,2.4278,0.26107,0.11557,2.418,0.26774,0.16298,2.4301,0.27632,0.21025,2.4759,0.2794,0.29536,2.3828,0.29004
11618,10.847,45.656,0.04367,2.4901,0.23207,0.058153,2.5413,0.23836,0.07119,2.4962,0.24846,0.08385,2.4605,0.25741,0.098805,2.4168,0.26278,0.11626,2.4124,0.26931,0.16381,2.4322,0.27619,0.21116,2.4659,0.28064,0.29566,2.3881,0.28968
11619,10.91835,45.65754,0.043852,2.4899,0.23221,0.058372,2.5471,0.23873,0.0715,2.486,0.24984,0.084236,2.4498,0.25908,0.09911,2.4122,0.26396,0.11658,2.4104,0.27038,0.16416,2.4342,0.27631,0.21153,2.4634,0.28124,0.29578,2.3923,0.28949
11620,10.98974,45.65904,0.043977,2.4859,0.2332,0.058514,2.5462,0.2395,0.07162,2.4805,0.25108,0.084368,2.4447,0.26042,0.099193,2.41,0.26496,0.11665,2.41,0.27126,0.16422,2.4354,0.27663,0.21168,2.4615,0.28173,0.29573,2.3937,0.28967
11621,11.06112,45.66049,0.044041,2.4807,0.23355,0.058578,2.5399,0.24063,0.07163,2.4766,0.25221,0.084294,2.4435,0.26159,0.099117,2.4089,0.2659,0.11655,2.4099,0.27202,0.16405,2.4358,0.27716,0.21148,2.4616,0.2822,0.29549,2.3932,0.29012
11622,11.13246,45.66191,0.044042,2.4754,0.23398,0.058564,2.534,0.24358,0.07154,2.4738,0.25321,0.084044,2.4448,0.26276,0.098924,2.408,0.26686,0.11632,2.4092,0.27273,0.16372,2.4351,0.2779,0.21097,2.4633,0.28275,0.29501,2.3914,0.29078
11623,11.20382,45.66328,0.043985,2.4708,0.23471,0.058481,2.5286,0.24487,0.07135,2.4723,0.2542,0.083664,2.4477,0.264,0.098679,2.4057,0.26799,0.11604,2.407,0.27347,0.16331,2.433,0.2789,0.21046,2.463,0.28348,0.29432,2.3889,0.29166
11624,11.27524,45.6646,0.043896,2.4676,0.23566,0.05836,2.5243,0.24626,0.07114,2.4706,0.25519,0.08324,2.4514,0.26536,0.09849,2.401,0.26934,0.11582,2.4023,0.27435,0.16299,2.4287,0.28021,0.21005,2.4614,0.28448,0.29356,2.3862,0.29273
11625,11.34664,45.66589,0.043814,2.4643,0.23662,0.058247,2.5214,0.2478,0.07104,2.4662,0.25629,0.083168,2.4461,0.26685,0.098491,2.3932,0.27087,0.11583,2.3939,0.27591,0.16302,2.4215,0.28185,0.21003,2.4571,0.28587,0.29298,2.3839,0.29399
11626,11.41806,45.66713,0.043777,2.4625,0.23738,0.05818,2.5205,0.24933,0.07095,2.464,0.2578,0.083285,2.4381,0.26812,0.098695,2.3834,0.27262,0.11622,2.3808,0.27801,0.16361,2.4104,0.28386,0.21074,2.4481,0.28752,0.29275,2.3818,0.29556
11627,11.48948,45.66833,0.043815,2.4627,0.23781,0.058308,2.5135,0.24997,0.07093,2.4627,0.25872,0.083573,2.4283,0.26904,0.098604,2.3843,0.27471,0.11645,2.3744,0.28061,0.16437,2.4028,0.28621,0.21251,2.4318,0.28872,0.29296,2.3803,0.29749
11628,11.56088,45.66949,0.043943,2.4664,0.23769,0.058809,2.4935,0.25072,0.07103,2.4608,0.25963,0.084037,2.417,0.27005,0.09864,2.3859,0.2766,0.11659,2.3742,0.28349,0.16471,2.4007,0.28918,0.21459,2.4159,0.29044,0.2939,2.3794,0.29982
11629,11.63228,45.67062,0.044172,2.4714,0.23852,0.059397,2.4747,0.25155,0.07125,2.4591,0.26059,0.08442,2.4127,0.27112,0.09888,2.3878,0.27752,0.1169,2.3763,0.28508,0.16547,2.3994,0.29101,0.2159,2.4122,0.29318,0.29643,2.3767,0.31516
11630,11.70371,45.67169,0.044504,2.4777,0.23851,0.059624,2.4762,0.25196,0.07168,2.4559,0.26154,0.084977,2.41,0.27211,0.099461,2.3893,0.27847,0.11758,2.3806,0.28641,0.16705,2.3984,0.29335,0.21863,2.4067,0.29687,0.302,2.3886,0.31963
11631,11.77511,45.67273,0.044905,2.4841,0.23806,0.05994,2.478,0.25217,0.07236,2.4496,0.26284,0.085866,2.4054,0.27316,0.1005,2.3895,0.27977,0.1187,2.3861,0.2878,0.1697,2.3839,0.3013,0.22345,2.3929,0.31297,0.31173,2.398,0.32878
11632,11.84656,45.67371,0.045274,2.4882,0.23661,0.06029,2.4771,0.25289,0.07306,2.4423,0.26422,0.08684,2.4039,0.27347,0.10176,2.3884,0.28079,0.11997,2.3919,0.28912,0.17288,2.3898,0.30734,0.22953,2.3986,0.32098,0.33013,2.3793,0.3375
11633,11.91794,45.67466,0.045433,2.4851,0.23621,0.060283,2.4795,0.25375,0.07339,2.4386,0.26523,0.087321,2.4097,0.27344,0.10237,2.3938,0.28141,0.12063,2.396,0.29071,0.17502,2.3948,0.31216,0.23424,2.4028,0.3292,0.33683,2.4336,0.34517
11634,11.98936,45.67557,0.045194,2.4791,0.23631,0.059634,2.4856,0.25467,0.07287,2.4393,0.26635,0.086631,2.4187,0.27415,0.10117,2.4092,0.28283,0.11944,2.4097,0.29215,0.17416,2.4043,0.31719,0.23447,2.424,0.33467,0.33842,2.4529,0.35371
11635,12.06081,45.67644,0.044351,2.4723,0.23736,0.058532,2.4811,0.2556,0.07123,2.4349,0.26871,0.084373,2.4213,0.27691,0.098822,2.4121,0.28492,0.11668,2.4068,0.29518,0.16903,2.4228,0.32145,0.22845,2.4504,0.33641,0.33096,2.4612,0.35824
11636,12.13225,45.67726,0.04264,2.4766,0.24013,0.056843,2.4734,0.25645,0.06856,2.4335,0.27151,0.080581,2.4262,0.28107,0.093921,2.44,0.28836,0.11202,2.3895,0.30591,0.16095,2.443,0.32539,0.21652,2.4797,0.33964,0.31276,2.4909,0.36025
11637,12.20367,45.67804,0.040348,2.5261,0.24103,0.05472,2.4641,0.25529,0.0652,2.4466,0.27386,0.076601,2.4305,0.28434,0.088569,2.4382,0.29471,0.10537,2.4103,0.31084,0.15124,2.4535,0.33016,0.20129,2.5033,0.3445,0.28745,2.5328,0.36221
11638,12.2751,45.67878,0.038051,2.5554,0.24152,0.051355,2.4894,0.25931,0.06156,2.4708,0.2757,0.072489,2.4361,0.28815,0.082849,2.4533,0.29888,0.096369,2.4798,0.31653,0.13987,2.4751,0.33634,0.18516,2.5223,0.35134,0.25933,2.5866,0.36604
11639,12.3465,45.67949,0.035896,2.6074,0.23154,0.0488,2.4796,0.26214,0.05849,2.4767,0.27712,0.068456,2.4507,0.29038,0.077815,2.4588,0.30518,0.090146,2.4949,0.31994,0.12929,2.478,0.34643,0.16967,2.5342,0.35995,0.23377,2.6223,0.37275
11640,12.41796,45.68014,0.034775,2.591,0.22774,0.045482,2.5155,0.2628,0.05437,2.5171,0.2805,0.064687,2.4654,0.29241,0.073688,2.4699,0.3076,0.084446,2.5108,0.32253,0.11941,2.4852,0.35535,0.15583,2.5422,0.36882,0.21202,2.6413,0.3815
11641,12.48943,45.68075,0.033713,2.5796,0.22366,0.041897,2.5835,0.26329,0.05137,2.5044,0.28164,0.058855,2.5418,0.29803,0.069677,2.4912,0.30874,0.079525,2.5202,0.3247,0.10865,2.5536,0.36128,0.14423,2.5466,0.37885,0.19366,2.6498,0.39151
11642,12.56085,45.68133,0.032736,2.5738,0.21973,0.039687,2.6227,0.26165,0.04823,2.5188,0.2807,0.055708,2.5349,0.30048,0.063529,2.5682,0.31529,0.075451,2.5147,0.32908,0.10225,2.5686,0.36647,0.13338,2.5599,0.39003,0.17861,2.6432,0.41143
11643,12.63227,45.68186,0.031857,2.5641,0.21742,0.038591,2.586,0.26192,0.04491,2.5657,0.28368,0.053513,2.4947,0.304,0.059801,2.5904,0.31951,0.069484,2.6074,0.33149,0.097362,2.5672,0.36815,0.12369,2.6046,0.39431,0.1668,2.6498,0.42138
11644,12.70372,45.68235,0.031084,2.5561,0.21495,0.037636,2.5796,0.25311,0.04334,2.5535,0.28543,0.050138,2.5316,0.30739,0.057953,2.5357,0.32442,0.066061,2.601,0.3376,0.093076,2.5581,0.37275,0.11731,2.6225,0.39792,0.15732,2.6568,0.42973
11645,12.77517,45.68279,0.030428,2.5488,0.21245,0.036832,2.5736,0.24937,0.042,2.5613,0.28353,0.04833,2.5301,0.30913,0.055087,2.5683,0.32602,0.063916,2.5572,0.3448,0.086512,2.664,0.37442,0.11309,2.5771,0.42259,0.1482,2.6959,0.43588
11646,12.84662,45.6832,0.029898,2.5415,0.21048,0.036192,2.5672,0.2467,0.04093,2.5712,0.28036,0.047187,2.5253,0.30854,0.053224,2.5791,0.32675,0.060844,2.6057,0.34654,0.082514,2.6633,0.38311,0.10758,2.6244,0.42696,0.14308,2.671,0.44467
11647,12.91803,45.68356,0.02949,2.5347,0.20913,0.035713,2.5606,0.24509,0.04013,2.5771,0.27727,0.046337,2.5168,0.30805,0.052323,2.5704,0.32684,0.058956,2.6262,0.34722,0.080647,2.6279,0.389,0.10206,2.6685,0.43363,0.13875,2.661,0.45161
11648,12.98947,45.68389,0.029207,2.5285,0.20796,0.035397,2.5541,0.2438,0.03975,2.5694,0.27637,0.045789,2.5053,0.30655,0.051742,2.5594,0.326,0.058337,2.6157,0.34605,0.079422,2.6181,0.39012,0.098983,2.6791,0.43702,0.13584,2.6649,0.45411
11649,13.06095,45.68416,0.029049,2.5236,0.20708,0.035244,2.5484,0.24291,0.0396,2.5613,0.27357,0.045545,2.4984,0.30495,0.051479,2.5488,0.32492,0.058052,2.6056,0.34499,0.078715,2.6184,0.38949,0.098265,2.6699,0.43642,0.13398,2.6731,0.45473
11650,13.13235,45.6844,0.029007,2.5216,0.20652,0.035242,2.5451,0.24238,0.03963,2.557,0.27387,0.045584,2.4967,0.3032,0.051513,2.5411,0.32408,0.058081,2.6004,0.34442,0.078426,2.6322,0.38714,0.098147,2.688,0.43179,0.13457,2.6605,0.45295
11651,13.20386,45.68459,0.029092,2.5214,0.20631,0.035404,2.5433,0.24264,0.03984,2.5556,0.27478,0.045918,2.4901,0.30201,0.051856,2.5362,0.32363,0.058434,2.6108,0.34246,0.078595,2.6748,0.38061,0.099265,2.6956,0.42624,0.13609,2.6537,0.44927
11652,13.27527,45.68475,0.029304,2.523,0.20665,0.03574,2.5431,0.24461,0.04039,2.5492,0.27522,0.046572,2.4912,0.29864,0.052541,2.5514,0.32083,0.059856,2.5961,0.33895,0.079252,2.7331,0.37163,0.10313,2.6732,0.39552,0.13876,2.6721,0.43953
11653,13.34669,45.68486,0.029669,2.5275,0.20726,0.03629,2.5445,0.24677,0.04136,2.5486,0.27162,0.047608,2.5257,0.29206,0.054175,2.5485,0.31649,0.06074,2.6536,0.33103,0.081423,2.7243,0.36684,0.10835,2.5939,0.39487,0.14188,2.6938,0.42952
11654,13.41818,45.68493,0.030128,2.5347,0.2087,0.036975,2.5565,0.24487,0.04262,2.5647,0.26655,0.049336,2.5722,0.28178,0.055107,2.6465,0.29398,0.06223,2.6719,0.32604,0.086085,2.6365,0.3632,0.11081,2.6129,0.3907,0.14691,2.6802,0.42066
11655,13.48962,45.68496,0.030633,2.5452,0.21275,0.037732,2.5986,0.24075,0.04443,2.584,0.25836,0.05041,2.6546,0.27277,0.056419,2.6752,0.28992,0.06415,2.6684,0.3224,0.090996,2.578,0.36024,0.11459,2.6191,0.38552,0.15323,2.6781,0.4079
11656,13.56108,45.68494,0.031225,2.5658,0.21312,0.039548,2.5793,0.23733,0.04585,2.6383,0.25516,0.051887,2.6686,0.27244,0.058225,2.6826,0.29002,0.068417,2.5976,0.3174,0.093751,2.6072,0.35653,0.12042,2.6327,0.37162,0.16039,2.686,0.39038
11657,13.63251,45.68488,0.031971,2.6079,0.21079,0.041231,2.6078,0.23322,0.0479,2.6273,0.25577,0.054914,2.6306,0.2735,0.063653,2.5786,0.28768,0.074471,2.5316,0.31197,0.10343,2.5265,0.34562,0.13037,2.6215,0.35701,0.1726,2.6714,0.37557
11658,13.70397,45.68478,0.033439,2.564,0.21148,0.043525,2.5686,0.23913,0.05135,2.5839,0.2548,0.060393,2.5582,0.27029,0.069892,2.5381,0.2804,0.080703,2.5356,0.29429,0.11376,2.5136,0.32966,0.1451,2.5775,0.34194,0.19318,2.6161,0.3602
11659,13.77543,45.68464,0.035408,2.4952,0.21232,0.046216,2.5702,0.2366,0.0566,2.5226,0.2532,0.066213,2.5293,0.26633,0.076819,2.5383,0.2737,0.093031,2.4386,0.28575,0.12885,2.4684,0.31621,0.16398,2.5408,0.32776,0.22496,2.5475,0.34401
11660,13.84684,45.68446,0.037113,2.4647,0.21234,0.050232,2.4916,0.2363,0.06064,2.5071,0.2541,0.071831,2.551,0.25957,0.087061,2.4425,0.26926,0.1043,2.3824,0.28307,0.14575,2.414,0.30588,0.18651,2.4964,0.31682,0.25453,2.5448,0.33202
11661,13.91831,45.68423,0.038278,2.4341,0.21275,0.053128,2.4463,0.23604,0.0638,2.5399,0.24922,0.0783,2.4882,0.25558,0.09512,2.3782,0.26709,0.1124,2.3599,0.28002,0.15715,2.4132,0.29288,0.20066,2.4846,0.31016,0.27176,2.5463,0.32633
11662,13.98974,45.68397,0.038459,2.4213,0.21189,0.05374,2.461,0.23454,0.06561,2.557,0.24379,0.082168,2.4329,0.25245,0.098408,2.3655,0.26442,0.11642,2.3532,0.27609,0.16213,2.4163,0.28885,0.2065,2.4777,0.30663,0.27988,2.5337,0.32386
11785,6.93545,45.45729,0.032775,2.4477,0.20161,0.042048,2.4773,0.2184,0.05037,2.4546,0.23469,0.058162,2.482,0.23912,0.067382,2.4722,0.25071,0.078204,2.4792,0.2579,0.11002,2.4698,0.27075,0.14199,2.4806,0.27898,0.19134,2.4853,0.29292
11786,7.006444,45.46111,0.033455,2.4473,0.20292,0.043317,2.4596,0.21899,0.05197,2.4455,0.23445,0.060112,2.4703,0.23974,0.070177,2.4515,0.25016,0.081577,2.4623,0.25662,0.11463,2.4622,0.26909,0.14735,2.4817,0.27674,0.19667,2.5022,0.29122
11787,7.07734,45.4649,0.033623,2.4491,0.20299,0.043801,2.4526,0.21925,0.05283,2.4365,0.23425,0.061658,2.4507,0.24407,0.072199,2.4323,0.2493,0.084553,2.4393,0.25512,0.11903,2.4493,0.2667,0.15286,2.4811,0.27361,0.20275,2.5189,0.28789
11788,7.148276,45.46865,0.033022,2.4553,0.20175,0.042785,2.47,0.21926,0.05188,2.4396,0.23462,0.060542,2.4577,0.24379,0.071344,2.4324,0.24888,0.083893,2.4352,0.25425,0.11911,2.4419,0.26496,0.15327,2.4781,0.27162,0.20313,2.5251,0.28464
11789,7.219362,45.47235,0.031654,2.4633,0.19919,0.040092,2.5155,0.21885,0.04865,2.4565,0.23582,0.056669,2.4788,0.2384,0.065846,2.4714,0.24956,0.077218,2.4652,0.25595,0.10985,2.4605,0.26528,0.14176,2.4831,0.27273,0.1891,2.5203,0.28294
11790,7.29035,45.47601,0.029783,2.4795,0.19504,0.037481,2.5271,0.21556,0.04399,2.5095,0.23388,0.050996,2.5106,0.23992,0.057754,2.5312,0.24548,0.066856,2.527,0.25648,0.092205,2.529,0.2706,0.11791,2.5433,0.27824,0.15748,2.5531,0.2875
11791,7.361378,45.47963,0.027864,2.49,0.19787,0.034741,2.5455,0.21176,0.03962,2.5725,0.2237,0.045428,2.5533,0.23974,0.051141,2.5768,0.24487,0.057472,2.6023,0.25814,0.075829,2.6365,0.27533,0.094312,2.6525,0.28602,0.12259,2.6761,0.2929
11792,7.432363,45.48321,0.026083,2.5233,0.18382,0.032254,2.5678,0.20758,0.03668,2.5956,0.21946,0.04101,2.612,0.22867,0.045927,2.6162,0.24447,0.051376,2.6473,0.25211,0.065265,2.7061,0.27844,0.078536,2.7492,0.29236,0.098952,2.8208,0.29663
11793,7.503386,45.48675,0.024473,2.5574,0.18113,0.030129,2.5882,0.20275,0.0342,2.6182,0.21534,0.038025,2.6401,0.22585,0.042061,2.6498,0.24221,0.046971,2.6755,0.25014,0.058621,2.7463,0.2811,0.069963,2.7883,0.29573,0.085921,2.8926,0.30538
11794,7.574345,45.49025,0.022987,2.5919,0.17874,0.028285,2.605,0.19774,0.03205,2.6409,0.21181,0.035636,2.6609,0.22284,0.039096,2.6692,0.23325,0.043523,2.6753,0.25144,0.054461,2.7433,0.28239,0.064235,2.7934,0.29853,0.078061,2.9128,0.31011
11795,7.645366,45.4937,0.02164,2.593,0.1792,0.026674,2.627,0.19224,0.03021,2.6568,0.20857,0.033576,2.6698,0.22132,0.036859,2.6774,0.23262,0.040605,2.6818,0.25339,0.051112,2.7322,0.28252,0.059928,2.8042,0.29434,0.073051,2.9032,0.31256
11796,7.71645,45.49711,0.02044,2.5963,0.16049,0.025297,2.5937,0.1904,0.02871,2.6569,0.20599,0.031913,2.6723,0.22004,0.035024,2.683,0.23186,0.038525,2.6891,0.25328,0.048415,2.725,0.28156,0.057,2.7888,0.29702,0.069257,2.8912,0.31601
11797,7.787493,45.50048,0.019464,2.5988,0.16149,0.024077,2.5891,0.19073,0.0274,2.6566,0.20354,0.030523,2.6707,0.21886,0.033533,2.6822,0.23076,0.036937,2.6877,0.24217,0.046252,2.7124,0.2799,0.054688,2.7751,0.29889,0.066358,2.876,0.31838
11798,7.858524,45.50382,0.018641,2.5996,0.16189,0.022956,2.5855,0.19093,0.02621,2.6572,0.20119,0.029264,2.671,0.21748,0.032239,2.6796,0.22918,0.035591,2.6833,0.24106,0.04442,2.6964,0.28157,0.05274,2.7581,0.29867,0.06396,2.8634,0.31956
11799,7.929639,45.5071,0.017884,2.5997,0.16213,0.021931,2.5819,0.19085,0.02513,2.6567,0.19887,0.02813,2.6707,0.21517,0.031115,2.6739,0.22785,0.034423,2.6767,0.24016,0.042835,2.6781,0.28367,0.051046,2.7384,0.30085,0.061877,2.8548,0.32241
11800,8.000715,45.51035,0.017181,2.5987,0.16213,0.020987,2.5776,0.19141,0.02414,2.6547,0.19761,0.027162,2.6629,0.21344,0.030121,2.6654,0.22682,0.033399,2.6677,0.23947,0.041465,2.6636,0.28549,0.049578,2.7251,0.30308,0.060089,2.8495,0.32501
11801,8.071777,45.51355,0.016526,2.5961,0.16199,0.020121,2.5812,0.1709,0.02327,2.6472,0.17478,0.026313,2.6507,0.21186,0.029255,2.653,0.22584,0.032514,2.655,0.2388,0.040306,2.6548,0.2862,0.048347,2.7059,0.3051,0.058754,2.8303,0.32682
11802,8.142876,45.51672,0.015921,2.5926,0.1619,0.019458,2.5748,0.1713,0.02253,2.6323,0.17506,0.025574,2.6345,0.21135,0.028507,2.6366,0.22506,0.031757,2.6385,0.23835,0.039469,2.6417,0.28608,0.047337,2.6811,0.30636,0.057683,2.8043,0.32878
11803,8.213935,45.51984,0.015399,2.5842,0.162,0.018945,2.5599,0.17143,0.02192,2.609,0.17511,0.024957,2.6121,0.21164,0.027887,2.6153,0.22476,0.031134,2.6189,0.23863,0.038838,2.6252,0.27934,0.046531,2.6621,0.30787,0.056838,2.7799,0.33062
11804,8.285076,45.52291,0.014959,2.5729,0.16206,0.018553,2.5388,0.17146,0.02143,2.5876,0.17484,0.024466,2.5909,0.21201,0.027395,2.5957,0.22495,0.03064,2.6,0.23907,0.038341,2.6072,0.27941,0.045904,2.6315,0.30374,0.056006,2.7574,0.3272
11805,8.356252,45.52595,0.014603,2.5671,0.1618,0.018234,2.5293,0.17082,0.02103,2.5813,0.17421,0.024065,2.5745,0.2129,0.026992,2.5796,0.22553,0.030235,2.584,0.23964,0.037929,2.5915,0.27977,0.04525,2.6208,0.29689,0.055258,2.7336,0.31811
11806,8.427388,45.52895,0.014377,2.5604,0.16125,0.017996,2.5228,0.16998,0.02073,2.5773,0.17429,0.023755,2.5649,0.21401,0.026674,2.5716,0.22581,0.029909,2.5775,0.23979,0.037585,2.5873,0.27961,0.044714,2.6212,0.29564,0.054715,2.7297,0.31703
11807,8.49842,45.53191,0.014263,2.5499,0.16074,0.017869,2.5153,0.17019,0.02056,2.5756,0.17445,0.023575,2.5609,0.21426,0.026483,2.5691,0.2259,0.029704,2.5764,0.23993,0.037349,2.5885,0.27874,0.044382,2.623,0.30323,0.054386,2.7437,0.3248
11808,8.569554,45.53482,0.014252,2.5412,0.16076,0.017853,2.5098,0.16996,0.02054,2.5726,0.17468,0.02354,2.5596,0.21446,0.026439,2.5694,0.22576,0.029651,2.578,0.23924,0.037271,2.5925,0.27423,0.044282,2.6314,0.29556,0.0543,2.7333,0.32239
11809,8.640766,45.53769,0.014328,2.5406,0.16045,0.017935,2.5107,0.16957,0.02064,2.5735,0.17392,0.023646,2.5634,0.21333,0.026547,2.5737,0.22499,0.029761,2.5828,0.23853,0.037349,2.6008,0.27628,0.044404,2.6087,0.30393,0.054451,2.7325,0.32379
11810,8.711897,45.54052,0.014495,2.5453,0.16003,0.018118,2.5164,0.16901,0.02088,2.5752,0.17213,0.023897,2.5709,0.21116,0.026811,2.581,0.22454,0.030039,2.5899,0.23807,0.037575,2.6136,0.2764,0.044724,2.6201,0.30358,0.054815,2.741,0.32664
11811,8.783037,45.54331,0.01477,2.5485,0.15962,0.018417,2.5225,0.16835,0.02127,2.4883,0.19902,0.024311,2.5785,0.20926,0.027247,2.5885,0.22327,0.0305,2.5973,0.23745,0.037949,2.6308,0.27858,0.045246,2.6603,0.30504,0.05541,2.7659,0.3323
11812,8.85421,45.54606,0.015155,2.5487,0.15928,0.018842,2.5271,0.16761,0.02183,2.4934,0.19762,0.024907,2.5845,0.20764,0.027876,2.5948,0.22185,0.031109,2.6086,0.23578,0.038514,2.6473,0.27913,0.046054,2.6791,0.30488,0.056351,2.7893,0.33171
11813,8.925391,45.54876,0.015641,2.5486,0.15936,0.019395,2.5312,0.16711,0.02258,2.501,0.1964,0.025701,2.5896,0.20624,0.028709,2.6012,0.22073,0.031866,2.6259,0.2343,0.039357,2.6628,0.28717,0.047307,2.7042,0.30791,0.057843,2.8132,0.33167
11814,8.996494,45.55143,0.016231,2.5501,0.1594,0.020102,2.5334,0.18855,0.02352,2.5104,0.19547,0.026715,2.5945,0.20562,0.029702,2.6146,0.22002,0.032927,2.6394,0.2332,0.040762,2.6631,0.28666,0.049193,2.722,0.30571,0.060124,2.8307,0.32927
11815,9.06776,45.55405,0.016946,2.5525,0.15942,0.021154,2.5245,0.18882,0.02468,2.584,0.19454,0.027976,2.5941,0.20671,0.031026,2.6175,0.22029,0.034362,2.647,0.23272,0.043034,2.6681,0.28292,0.051882,2.7238,0.30279,0.064035,2.8251,0.32393
11816,9.13899,45.55663,0.017784,2.5552,0.15956,0.022416,2.5324,0.18793,0.02609,2.588,0.19738,0.029525,2.5809,0.2114,0.032734,2.609,0.22308,0.036231,2.6386,0.24273,0.046126,2.6652,0.27963,0.055545,2.7002,0.3004,0.069637,2.8022,0.31966
11817,9.210144,45.55917,0.018756,2.5566,0.15964,0.023922,2.5407,0.18795,0.02779,2.5631,0.20287,0.031417,2.5725,0.21692,0.034878,2.5952,0.22811,0.038593,2.6237,0.24796,0.050215,2.6405,0.27887,0.060533,2.6807,0.29874,0.077414,2.7458,0.3141
11818,9.28135,45.56166,0.019871,2.5561,0.15976,0.025709,2.5496,0.19448,0.02984,2.5468,0.20961,0.033712,2.5677,0.22271,0.037449,2.5837,0.23367,0.042139,2.5757,0.25395,0.05536,2.6259,0.28062,0.068318,2.6464,0.2956,0.088577,2.7128,0.31141
11819,9.352502,45.56413,0.021474,2.5393,0.18112,0.027823,2.5208,0.20114,0.03229,2.5495,0.21525,0.036473,2.5704,0.22589,0.040708,2.5767,0.24479,0.046904,2.5612,0.2526,0.06212,2.6134,0.28341,0.078413,2.6246,0.29296,0.10585,2.6341,0.30484
11820,9.423787,45.56653,0.023371,2.524,0.18082,0.030294,2.5154,0.20555,0.03516,2.545,0.21785,0.039724,2.5659,0.2289,0.045893,2.5206,0.2452,0.052859,2.5415,0.25802,0.072545,2.5425,0.28058,0.094033,2.537,0.29046,0.13068,2.5092,0.30085
11821,9.494999,45.5689,0.02553,2.471,0.19585,0.033098,2.5018,0.20971,0.03842,2.5301,0.22052,0.044987,2.4853,0.23923,0.05203,2.4921,0.2431,0.059834,2.5134,0.26543,0.08555,2.4862,0.27655,0.11361,2.463,0.28531,0.15741,2.4999,0.2904
11822,9.566219,45.57124,0.027893,2.4612,0.19781,0.036126,2.4902,0.21315,0.04284,2.4757,0.22414,0.050869,2.4479,0.2388,0.058623,2.4687,0.25376,0.069479,2.444,0.263,0.10031,2.4332,0.27201,0.13271,2.4522,0.27763,0.18199,2.5056,0.28648
11823,9.637408,45.57353,0.030333,2.4357,0.19716,0.039178,2.4806,0.21644,0.04797,2.4138,0.23514,0.056586,2.4327,0.24133,0.066322,2.4203,0.25579,0.078212,2.4193,0.26145,0.1136,2.4137,0.27013,0.14851,2.4641,0.27502,0.20174,2.5118,0.28691
11824,9.708647,45.57578,0.032679,2.4234,0.20151,0.042941,2.4315,0.21985,0.05252,2.3997,0.23566,0.061892,2.4093,0.24874,0.072897,2.3931,0.256,0.086079,2.398,0.26027,0.12333,2.4217,0.26931,0.15982,2.4764,0.27471,0.21589,2.5176,0.28884
11825,9.779915,45.57798,0.034774,2.4211,0.20422,0.046375,2.3917,0.23039,0.05612,2.3992,0.23597,0.066594,2.3919,0.249,0.077672,2.3907,0.25637,0.091606,2.3923,0.26117,0.12993,2.434,0.26922,0.16743,2.4798,0.27684,0.22485,2.5218,0.29178
11826,9.851191,45.58014,0.036529,2.4207,0.20723,0.048999,2.3748,0.2316,0.05875,2.4032,0.23718,0.069879,2.3867,0.25115,0.08106,2.3949,0.25662,0.095165,2.3953,0.26233,0.13384,2.4444,0.27061,0.17183,2.4858,0.27997,0.23004,2.5248,0.29548
11827,9.922416,45.58226,0.037818,2.4292,0.20928,0.050921,2.3754,0.23152,0.06078,2.4025,0.24362,0.072146,2.3862,0.25165,0.083604,2.394,0.2572,0.097652,2.4027,0.26279,0.13601,2.4588,0.27269,0.17422,2.4898,0.28338,0.23278,2.5296,0.29919
